pet_id,organization_id,name,breed,age,colors,size,gender,spayed_neutered,house_trained,shots_current,pet_url,description,listed_on,pet_status
48551523,454,Chiquita,"Rat Terrier, Hound",Baby,"White / Cream, Yellow / Tan / Blond / Fawn",Medium,Female,0,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551523/4/?bust=1595960484&width=450,"Chiquita is 10 weeks old, 14 lbs, dewormed, has had age appropriate vaccinations.  ADOPTION PENDING indicates that an application has...",2020-07-21 15:59:43+00:00,adopted
48554721,455,Betty,"Border Collie, Australian Shepherd",Baby,"Black, White / Cream",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554721/1/crop/?bust=1595360931&width=450,Betty is a very sweet playfull girl. She is around 10-12 weeks old and we think she is a Border...,2020-07-21 19:58:01+00:00,adopted
48550762,456,Buster,Boxer,Senior,None,Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550762/2/?bust=1596659203&width=450,-Buster -Male -10 years young  Buster is an easy going dog that loves people. He is a happy boy!  bcarl.net/adoption,2020-07-21 15:10:20+00:00,adoptable
48550332,457,Dyson,Treeing Walker Coonhound,Baby,"Tricolor (Brown, Black, & White)",Small,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550332/1/crop/?bust=1595339727&width=450,"Birthday: 3/18/2020 Pet ID: 125858  If you have any questions about our adoptable pets, we can be reached by phone...",2020-07-21 13:55:42+00:00,adopted
48553267,458,Panda-PENDING,"Beagle, Chihuahua",Adult,"Black, White / Cream",Small,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553267/1/?bust=1595355554&width=450,"Panda is a 2 year old, short haired, approx. 15 lb. Chihuahua, Beagle mix male.  He was surrendered by his...",2020-07-21 18:09:11+00:00,adopted
48552708,459,Gretta,Chihuahua,Young,None,Medium,Female,1,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552708/1/?bust=1597614148&width=450,"You can fill out an adoption application online on our official website. Timid, likes other dogs is a real cuddle...",2020-07-21 17:22:30+00:00,adoptable
48553660,460,Squid,Shepherd,Adult,"Black, Brown / Chocolate",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553660/1/?bust=1595356605&width=450,Shepherd mix – Brown &amp; Black Male 1 year 56 pounds  Rancho Coastal Humane Society remains temporarily closed to the...,2020-07-21 18:37:08+00:00,adopted
48554275,461,Pella,Terrier,Young,Brown / Chocolate,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554275/4/?bust=1596288508&width=450,"Sweet girl, born Nov 2019  Please visit www.handsheartspaws.org for an adoption application  All of our dogs are current on vaccinations,...",2020-07-21 19:04:42+00:00,adopted
48554625,462,Bolt,"Black Labrador Retriever, Great Dane",Young,"Black, White / Cream",Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554625/1/?bust=1595360296&width=450,"I am 60 lbs., 3 years old, and l am looking for my forever home.  Adoption Donation: $400  All dogs...",2020-07-21 19:41:29+00:00,adopted
48551132,463,Rainbow-pending,Terrier,Baby,"Black, Brown / Chocolate",Medium,Female,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551132/2/?bust=1596287704&width=450,Rainbow and 6 siblings (born approx 5/26/20) were rescued from a high kill pound.  Sadly 3 of the littermates died...,2020-07-21 15:36:59+00:00,adopted
48549851,464,"Loulou, Momo and Yoyo","Cocker Spaniel, Labrador Retriever",Baby,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549851/3/?bust=1595336124&width=450,Meet LouLou (spaniel/lab mix) and her 4-5 month old puppies Yoyo and Momo! We are unsure of dad but believe...,2020-07-21 12:56:25+00:00,adopted
48550689,465,Mrs Brown,Pomeranian,Adult,Red / Chestnut / Orange,Small,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550689/2/?bust=1596427689&width=450,Meet Mrs. Brown!  This cute little girl is an 8 year old Pomeranian and weighs 14lbs.  She was rescued from...,2020-07-21 14:53:08+00:00,adopted
48550959,466,Brandi,Mixed Breed,Adult,"Black, White / Cream",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550959/1/?bust=1595344455&width=450,"All of our dogs are spayed or neutered, given a rabies vaccine (if old enough), distemper/parvo/bordetella vaccines, heartworm tested (if...",2020-07-21 15:14:31+00:00,adoptable
48553226,467,Chica,Mixed Breed,Adult,None,Medium,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553226/1/?bust=1597668492&width=450,STAR is a foster-based rescue. All our rescue animals stay in foster homes until adoption. We do not have a...,2020-07-21 17:58:52+00:00,adoptable
48552572,468,Claire,Mixed Breed,Adult,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552572/1/?bust=1595351320&width=450,Available for adoption on Friday 7/25. The adoption fee for altered animals is $460.  Please note that we do have...,2020-07-21 17:09:14+00:00,adopted
48551020,469,Aussie/Plott Mix M#1,"Australian Shepherd, Plott Hound",Baby,None,Large,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551020/1/?bust=1595344857&width=450,"Please send Anna a text at 407.952.1037 to schedule and appointment to meet this furbaby.   This puppy comes Spayed/Neutered, current...",2020-07-21 15:21:22+00:00,adopted
48555063,470,Sadie,German Shepherd Dog,Young,"Black, Brown / Chocolate",Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555063/5/?bust=1595363380&width=450,"Sadie is a 2-year-old, small, female, German Shepherd, who is very loving and defends the people she is with. She...",2020-07-21 20:33:35+00:00,adoptable
48555433,471,Sky,"Shepherd, Beagle",Young,None,Medium,Female,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555433/1/?bust=1595364647&width=450,MY STORY: Sky came to CBHS has an owner surrender.  AGE: Approx. 4 months  TRICKS &amp; COMMANDS: Sit  ABOUT SKY:...,2020-07-21 20:54:34+00:00,adopted
48550324,472,Rico,Pit Bull Terrier,Baby,"Brindle, White / Cream",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550324/4/?bust=1595339803&width=450,"Meet Rico, an approximately 13-week old pit bull mix that is full of energy! He is about 19 pounds *right...",2020-07-21 13:56:53+00:00,adopted
48549555,473,Cupcake,Pit Bull Terrier,Baby,None,Medium,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549555/1/?bust=1597142000&width=450,None,2020-07-21 10:16:18+00:00,adoptable
48552933,474,Poppy,Maltese,Baby,None,Medium,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553217/3/?bust=1595354885&width=450,New to STAR,2020-07-21 17:43:29+00:00,adopted
48552876,475,Woody Guthrie &#34;Gus&#34;,Beagle,Senior,None,Medium,Male,1,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552876/1/?bust=1597510648&width=450,You can fill out an adoption application online on our official website.Things I have learned about Woody Guthrie aka &amp;#34;Gus&amp;#34;:...,2020-07-21 17:39:23+00:00,adopted
48553573,476,Montana,"Husky, Terrier",Adult,None,Medium,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553573/1/?bust=1595356075&width=450,None,2020-07-21 18:35:21+00:00,adoptable
48553965,477,Moose #418,Labrador Retriever,Young,Black,Large,Male,0,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553965/1/?bust=1597690917&width=450,"Moose #418, is a male Black Lab. He is 1 year old and weighs 74lbs. This beautiful boy was surrendered...",2020-07-21 18:46:45+00:00,adopted
48550563,478,Binx,Mixed Breed,Adult,"Brindle, White / Cream",Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550563/1/?bust=1595341692&width=450,None,2020-07-21 14:28:37+00:00,adopted
48550099,479,Ollie,Schnauzer,Adult,Black,Small,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550099/1/?bust=1597240045&width=450,Looking for my forever home. Do you have any room for me?,2020-07-21 13:37:19+00:00,adopted
48549607,480,* Gracie - HOLD,Chihuahua,Adult,None,Small,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549607/1/?bust=1597304230&width=450,ADOPTION PENDING  Animal Profile: Gracie is an adorable chihuahua/rat terrier mix who was rescued from a high kill shelter in...,2020-07-21 11:05:27+00:00,adoptable
48552948,481,Emma,Chiweenie,Adult,None,Small,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552948/2/?bust=1595353545&width=450,Meet Emma!   Emma made her way to us after she was found abandoned in a vacant house. It is believed...,2020-07-21 17:51:05+00:00,adopted
48551149,482,Bobbi,Mixed Breed,Adult,"Black, White / Cream",Medium,Male,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551149/1/?bust=1597279532&width=450,None,2020-07-21 15:35:15+00:00,adoptable
48553898,483,Mai,"Belgian Shepherd / Malinois, Border Collie",Young,None,Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553898/3/?bust=1595357430&width=450,"Meet Mai   Mai is 10m old. Approx 50 lbs.  Mai loves cats , loves kids,  loves people and other dogs...",2020-07-21 18:54:11+00:00,adopted
48550922,484,Timber(Pending),"Terrier, Collie",Baby,None,Large,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550922/1/?bust=1595344256&width=450,None,2020-07-21 15:11:37+00:00,adoptable
48554961,485,Kaitlin,"Australian Cattle Dog / Blue Heeler, Husky",Young,"Gray / Blue / Silver, White / Cream",Medium,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554961/1/?bust=1595534536&width=450,We are calling this girl Kaitlin. She was found on Marshall on or around 7/17/2020. She is about a year...,2020-07-21 20:07:36+00:00,adoptable
48553498,486,Nugget,Chihuahua,Adult,"Black, White / Cream",Small,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553498/2/?bust=1595355631&width=450,Hello my name is Nugget!  I am about 3 years old and weigh about 3 pounds. You can say I’m...,2020-07-21 18:21:39+00:00,adopted
48553162,487,TUNDRA,Pit Bull Terrier,Adult,None,Large,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553162/1/?bust=1597529021&width=450,None,2020-07-21 17:51:22+00:00,adoptable
48554218,488,Monkey,Labrador Retriever,Baby,Black,Large,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554218/3/?bust=1595357946&width=450,"Monkey is a lab mix who was born approximately Feb. 2020. She and her sister, Mabel, came to us from...",2020-07-21 19:01:29+00:00,adopted
48549580,489,Bambi,Chihuahua,Adult,None,Small,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549580/1/?bust=1597313944&width=450,"Bambi is such a fantastic dog! She loves to cuddle and play with toys.   If you have any questions, please...",2020-07-21 10:28:29+00:00,adoptable
48554561,490,Zinfandel,German Shepherd Dog,Adult,Bicolor,Medium,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554561/2/?bust=1595359757&width=450,"Zinfandel is a playful young adult with lots of energy. She is seeking a home that can meet that need,...",2020-07-21 19:32:56+00:00,adopted
48549703,491,Spicy,"Shepherd, Mixed Breed",Young,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549703/2/?bust=1595333153&width=450,Name: Spicy Suspected Breed(s): Shepherd/Hound Mix Gender: Spayed / Female Age: 8 months old Size: Medium - 20 LB  Observations...,2020-07-21 12:09:01+00:00,adopted
48555370,492,Lobo,Mixed Breed,Adult,"Yellow / Tan / Blond / Fawn, White / Cream",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555370/1/?bust=1597784140&width=450,None,2020-07-21 20:45:17+00:00,adoptable
48552724,493,Henry,"Border Terrier, Wirehaired Terrier",Young,Yellow / Tan / Blond / Fawn,Small,Male,0,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552724/1/?bust=1595352497&width=450,"Henry is a 2 yrs. old, 10 lbs. little guy who has the sweetest, gentlest disposition we’ve ever seen. He...",2020-07-21 17:46:06+00:00,adopted
48550719,494,Grace,"Pit Bull Terrier, Mixed Breed",Adult,Black,Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550719/1/crop/?bust=1595346091&width=450,Grace and her four puppies were rescued on 5/20 from a deadly situation where three of her puppies had already...,2020-07-21 15:38:55+00:00,adoptable
48550349,495,Roomba,Treeing Walker Coonhound,Baby,"Tricolor (Brown, Black, & White)",Small,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550349/1/crop/?bust=1595339875&width=450,"Birthday: 3/18/2020 Pet ID: 125844  If you have any questions about our adoptable pets, we can be reached by phone...",2020-07-21 13:58:20+00:00,adopted
48550963,496,Jenn,Hound,Adult,None,Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550963/4/?bust=1595344595&width=450,Jenn is almost 4 years old.  She is a black and tan coonhound.  She enjoys cuddling up at night and...,2020-07-21 15:20:48+00:00,adopted
48555262,497,Pinto,Beagle,Adult,"Tricolor (Brown, Black, & White)",Small,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555262/1/?bust=1595363543&width=450,My owner turned me in because I didn&#039;t want to hunt. I have lived with other beagles and should adapt...,2020-07-21 20:32:49+00:00,adopted
48554920,498,Meg 19377,Mixed Breed,Adult,"Black, White / Cream",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554920/1/?bust=1597691413&width=450,None,2020-07-21 20:00:40+00:00,adoptable
48549611,499,Charlie,"Chihuahua, Terrier",Senior,None,Small,Male,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549611/1/?bust=1597304227&width=450,"Animal Profile: Charlie is a 12 year old 8 lb chihuahua mix who was rescued from Fresno, CA. He is...",2020-07-21 11:05:28+00:00,adoptable
48549666,500,Walker,"Coonhound, Hound",Baby,"Tricolor (Brown, Black, & White)",Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549666/1/?bust=1595331551&width=450,Walker is a 7 Month old male coonhound mix. He is currently being fostered with another dog and a cat....,2020-07-21 11:43:24+00:00,adopted
48552883,501,KNOX,Terrier,Baby,Gray / Blue / Silver,Small,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552883/1/?bust=1595353268&width=450,AVAILABLE FOR PICK UP 7/28/2020 **** APPROVED APPLICATION AND $100.00 DEPOSIT REQUIRED TO HOLD YOUR PUPPY UNTIL PICK UP DATE****...,2020-07-21 17:41:21+00:00,adopted
48554404,502,Kool-aid Man,Pit Bull Terrier,Young,None,Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554404/1/?bust=1596220849&width=450,Hi there! My name is Kool aid man and it&#039;s nice to meet you! I am a very sweet and...,2020-07-21 19:36:05+00:00,adopted
48552929,503,Amber,Labrador Retriever,Adult,Apricot / Beige,Large,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552929/2/?bust=1595353521&width=450,"Amber came to us from Georgia with her tail tucked between her legs, absolutely terrified of everything. Fast forward to...",2020-07-21 18:28:13+00:00,adopted
48549959,504,Bass,"Shepherd, Labrador Retriever",Baby,"Black, White / Cream",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549959/1/?bust=1595337674&width=450,"Case #15958A. Bass is a 3 1/2 month old Shepherd Mix that was at large with his mom and brother,...",2020-07-21 13:23:02+00:00,adopted
48552616,505,Rey Rojo,Border Collie,Senior,None,Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552616/1/?bust=1597606446&width=450,You can fill out an adoption application online on our official website.Hello! My name is Rey Rojo. That means &amp;#34;King...,2020-07-21 17:12:35+00:00,adopted
48555096,506,Elsa,Lhasa Apso,Adult,None,Small,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555096/1/?bust=1597853581&width=450,This dog is part of our shelter outreach program where we take dogs from overcrowded shelters in hopes of finding...,2020-07-21 20:14:17+00:00,adopted
48552587,507,Cleo,Mixed Breed,Adult,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552587/2/?bust=1596981026&width=450,Available for adoption on Friday 7/25. The adoption fee for altered animals is $460.  Please note that we do have...,2020-07-21 17:10:51+00:00,adoptable
48555307,508,Oreo,Pug,Baby,Black,Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555307/2/?bust=1595364350&width=450,"***IF YOU ARE INTERESTED IN ADOPTING, PLEASE GO TO OUR WEBSITE AT WWW.APARN.ORG AND FILL OUT THE ADOPTION APPLICATION. THAT...",2020-07-21 20:47:20+00:00,adoptable
48552568,509,Miller,Mixed Breed,Young,"Bicolor, Red / Chestnut / Orange",Large,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552568/2/?bust=1595366668&width=450,** COVID-19 UPDATES ARE AVAILABLE ON OUR WEBSITE AT https://westvalleyhumanesociety.org/COVID/ **  All dogs adopted from West Valley Humane Society are...,2020-07-21 17:08:19+00:00,adopted
48554795,510,Stark,Mixed Breed,Young,"Red / Chestnut / Orange, White / Cream",Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554795/1/?bust=1595362957&width=450,"Stark is a 9 month old Mixed Breed dog, weighing 52 pounds. He is healthy, heartworm negative, and has been...",2020-07-21 20:25:38+00:00,adoptable
48553400,511,Milo,Mixed Breed,Young,"White / Cream, Yellow / Tan / Blond / Fawn",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553400/2/?bust=1595451361&width=450,"Milo is a handsome, energetic, who is approximately 3 years old and loves everyone he meets (including other dogs and...",2020-07-21 18:08:33+00:00,adopted
48554280,512,Chiquita,Chihuahua,Adult,None,Small,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554280/1/?bust=1597768233&width=450,Sweet little cuddle bug. Good with other calm dogs and cats,2020-07-21 19:04:14+00:00,adoptable
48551082,513,Jester,Retriever,Adult,None,Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551082/1/?bust=1595345431&width=450,My name is Jester. I&#039;m a 3 yr old neutered male retriever mix that came all the way from Oklahoma...,2020-07-21 15:31:26+00:00,adopted
